1	60
1.5	60
2	60
2.5	60
3	60
3.5	60
4	58.5
4.5	58.5
5	58
5.5	58
6	58
6.5	58
7	56.5
7.5	56.5
8	54.5
8.5	54.5
9	53.5
9.5	53.5
10	52
10.5	52
11	52
11.5	51
12	51
12.5	51
13	51
13.5	51
14	51
14.5	51
15	50
15.5	50
16	50
16.5	50
17	49.5
17.5	49.5
18	49.5
18.5	49.5
19	49.5
19.5	49.5
20	49.5
20.5	49.5
21	49.5
